Chapter ID Number,Name,Cognomen / Earned Name,Born,Date of Geneseed Implantation,Date of Death,Age (Or Age at Death),Wargear,Rank History,Deployment History,Personality / Psy-Profile,Notes
226,Stig Cinder,,578.M41,591.M41,698.M41,119,Relic Pendant (Laden-Hand Token) (695.M41 - 698.M41),"KIA (Chaplain) (698.M41) (119 Years old)
Chaplain (605.M41 - 698.M41) (93 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 605.M41) (<1 Year)","8th Chapter, Command Squad (605.M41 - 698.M41) (93 Years)
Reclusiam (591.M41 - 605.M41) (14 Years)
Chapter Reserve (591.M41 - 591.M41) (<1 Year)
",,
227,Fritjof Bore,,561.M41,574.M41,655.M41,93,,"KIA (Captain) (655.M41) (93 Years old)
Captain (638.M41 - 655.M41) (17 Years) (76 Years old on date of promotion)
Lieutenant (588.M41 - 638.M41) (50 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 588.M41) (<1 Year)","1st Chapter, Command Squad (638.M41 - 655.M41) (17 Years)
2nd Chapter, Command Squad (588.M41 - 638.M41) (50 Years)
Chapter Command (574.M41 - 588.M41) (14 Years)
Chapter Reserve (574.M41 - 574.M41) (<1 Year)
",,
228,Rolf Sunder,,558.M41,572.M41,655.M41,95,,"KIA (Apothecary) (655.M41) (95 Years old)
Apothecary (625.M41 - 655.M41) (30 Years)","Apothecarion (572.M41 - 655.M41) (83 Years)
Chapter Reserve (572.M41 - 572.M41) (<1 Year)
",,
229,Hrolf Gasket,,560.M41,572.M41,700.M41,140,,"KIA (Apothecary) (700.M41) (140 Years old)
Apothecary (625.M41 - 700.M41) (75 Years)","Apothecarion (572.M41 - 700.M41) (128 Years)
Chapter Reserve (572.M41 - 572.M41) (<1 Year)
",,
230,Viggo Plate,,563.M41,576.M41,669.M41,105,,"KIA (Techmarine) (669.M41) (105 Years old)
Techmarine (625.M41 - 669.M41) (44 Years)","Armory (576.M41 - 669.M41) (93 Years)
Chapter Reserve (576.M41 - 576.M41) (<1 Year)
",,
231,Erlend Chisel,,580.M41,594.M41,669.M41,87,,"KIA (Techmarine) (669.M41) (87 Years old)
Techmarine (625.M41 - 669.M41) (44 Years)","5th Chapter, Command Squad (594.M41 - 669.M41) (75 Years)
Chapter Reserve (594.M41 - 594.M41) (<1 Year)
",,
232,Knute Shaft,,577.M41,591.M41,656.M41,77,,"KIA (Lieutenant) (656.M41) (77 Years old)
Lieutenant (605.M41 - 656.M41) (51 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 605.M41) (<1 Year)","8th Chapter, Command Squad (605.M41 - 656.M41) (51 Years)
Armory (591.M41 - 605.M41) (14 Years)
Chapter Reserve (591.M41 - 591.M41) (<1 Year)
",,
233,Sven Heavy,,582.M41,594.M41,656.M41,74,,"KIA (Lieutenant) (656.M41) (74 Years old)
Lieutenant (608.M41 - 656.M41) (48 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 608.M41) (<1 Year)","8th Chapter, Command Squad (608.M41 - 656.M41) (48 Years)
Reclusiam (594.M41 - 608.M41) (14 Years)
Chapter Reserve (594.M41 - 594.M41) (<1 Year)
",,
234,Gorm Turbine,,588.M41,602.M41,657.M41,67,,"KIA (Lieutenant) (657.M41) (67 Years old)
Lieutenant (616.M41 - 657.M41) (41 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 616.M41) (<1 Year)","9th Chapter, Command Squad (616.M41 - 657.M41) (41 Years)
Chapter Command (602.M41 - 616.M41) (14 Years)
Chapter Reserve (602.M41 - 602.M41) (<1 Year)
",,
235,Alaric Strut,,553.M41,567.M41,702.M41,147,Power Sword (Sunder’s Echo) (650.M41 - 702.M41),"KIA (Captain) (702.M41) (147 Years old)
Captain (601.M41 - 702.M41) (101 Years) (46 Years old on date of promotion)
Lieutenant (581.M41 - 601.M41) (20 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 581.M41) (<1 Year)","6th Chapter, Command Squad (601.M41 - 702.M41) (101 Years)
1st Chapter, Command Squad (581.M41 - 601.M41) (20 Years)
Chapter Command (567.M41 - 581.M41) (14 Years)
Chapter Reserve (567.M41 - 567.M41) (<1 Year)
",,
236,Jarl Beam,,560.M41,574.M41,670.M41,108,Combat Knife (Slag-Stalker) (664.M41 - 670.M41),"KIA (Captain) (670.M41) (108 Years old)
Captain (649.M41 - 670.M41) (21 Years) (87 Years old on date of promotion)
Lieutenant (588.M41 - 649.M41) (61 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 588.M41) (<1 Year)","5th Chapter, Command Squad (649.M41 - 670.M41) (21 Years)
2nd Chapter, Command Squad (588.M41 - 649.M41) (61 Years)
Chapter Command (574.M41 - 588.M41) (14 Years)
Chapter Reserve (574.M41 - 574.M41) (<1 Year)
",,
237,Torin Girder,,587.M41,599.M41,671.M41,84,,"KIA (Captain) (671.M41) (84 Years old)
Captain (670.M41 - 671.M41) (1 Years) (83 Years old on date of promotion)
Lieutenant (613.M41 - 670.M41) (57 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 613.M41) (<1 Year)","5th Chapter, Command Squad (670.M41 - 671.M41) (1 Years)
9th Chapter, Command Squad (613.M41 - 670.M41) (57 Years)
Chapter Command (599.M41 - 613.M41) (14 Years)
Chapter Reserve (599.M41 - 599.M41) (<1 Year)
",,
238,Bodin Drill,,602.M41,615.M41,703.M41,100,Crux Terminatus (The Iron Rain Seal) (697.M41 - 703.M41),"KIA (Chaplain) (703.M41) (100 Years old)
Chaplain (644.M41 - 703.M41) (59 Years) (41 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 644.M41) (19 Years)","2nd Chapter, Command Squad (644.M41 - 703.M41) (59 Years)
Chapter Command (615.M41 - 644.M41) (29 Years)
Chapter Reserve (615.M41 - 615.M41) (<1 Year)
",,
239,Soren Grinder,,560.M41,574.M41,658.M41,96,,"KIA (Standard Bearer) (658.M41) (96 Years old)
Standard Bearer (588.M41 - 658.M41) (70 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 588.M41) (<1 Year)","3rd Chapter, Command Squad (588.M41 - 658.M41) (70 Years)
Reclusiam (574.M41 - 588.M41) (14 Years)
Chapter Reserve (574.M41 - 574.M41) (<1 Year)
",,
240,Ivar Blast,,563.M41,577.M41,658.M41,93,,"KIA (Standard Bearer) (658.M41) (93 Years old)
Standard Bearer (591.M41 - 658.M41) (67 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 591.M41) (<1 Year)","4th Chapter, Command Squad (591.M41 - 658.M41) (67 Years)
Reclusiam (577.M41 - 591.M41) (14 Years)
Chapter Reserve (577.M41 - 577.M41) (<1 Year)
",,
243,Einar Shovel,,599.M41,613.M41,705.M41,104,Bolter (Rust-Bane) (685.M41 - 705.M41),"KIA (Captain) (705.M41) (104 Years old)
Captain (678.M41 - 705.M41) (27 Years) (77 Years old on date of promotion)
Lieutenant (638.M41 - 678.M41) (40 Years) (37 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 638.M41) (13 Years)","5th Chapter, Command Squad (678.M41 - 705.M41) (27 Years)
2nd Chapter, Command Squad (638.M41 - 678.M41) (40 Years)
Libarius (613.M41 - 638.M41) (25 Years)
Chapter Reserve (613.M41 - 613.M41) (<1 Year)
",,
244,Halvdan Chain,,569.M41,583.M41,707.M41,136,Flamer (Smog-Piercer) (675.M41 - 707.M41),"KIA (Captain) (707.M41) (136 Years old)
Captain (664.M41 - 707.M41) (43 Years) (93 Years old on date of promotion)
Lieutenant (597.M41 - 664.M41) (67 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 597.M41) (<1 Year)","3rd Chapter, Command Squad (664.M41 - 707.M41) (43 Years)
6th Chapter, Command Squad (597.M41 - 664.M41) (67 Years)
Armory (583.M41 - 597.M41) (14 Years)
Chapter Reserve (583.M41 - 583.M41) (<1 Year)
",,
245,Knut Lever,,601.M41,615.M41,709.M41,106,Combat Knife (Slag-Stalker) (689.M41 - 709.M41),"KIA (Captain) (709.M41) (106 Years old)
Captain (685.M41 - 709.M41) (24 Years) (82 Years old on date of promotion)
Lieutenant (645.M41 - 685.M41) (40 Years) (42 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 645.M41) (20 Years)","9th Chapter, Command Squad (685.M41 - 709.M41) (24 Years)
4th Chapter, Command Squad (645.M41 - 685.M41) (40 Years)
Libarius (615.M41 - 645.M41) (30 Years)
Chapter Reserve (615.M41 - 615.M41) (<1 Year)
",,
246,Skard Fulcrum,,559.M41,571.M41,711.M41,152,Bolt Pistol (Phoros’s Debt) (655.M41 - 711.M41),"KIA (Captain) (711.M41) (152 Years old)
Captain (605.M41 - 711.M41) (106 Years) (46 Years old on date of promotion)
Lieutenant (585.M41 - 605.M41) (20 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 585.M41) (<1 Year)","7th Chapter, Command Squad (605.M41 - 711.M41) (106 Years)
Chapter Command (585.M41 - 605.M41) (20 Years)
Apothecarion (571.M41 - 585.M41) (14 Years)
Chapter Reserve (571.M41 - 571.M41) (<1 Year)
",,
247,Hebron Mast,,572.M41,585.M41,713.M41,140,Lightning Claw (The Steel-Rain Spike) (660.M41 - 713.M41),"KIA (Captain) (713.M41) (140 Years old)
Captain (619.M41 - 713.M41) (94 Years) (46 Years old on date of promotion)
Lieutenant (599.M41 - 619.M41) (20 Years) (26 Years old on date of promotion)
Veteran Battle Brother (625.M41 - 599.M41) (<1 Year)","8th Chapter, Command Squad (619.M41 - 713.M41) (94 Years)
Chapter Command (599.M41 - 619.M41) (20 Years)
Apothecarion (585.M41 - 599.M41) (14 Years)
Chapter Reserve (585.M41 - 585.M41) (<1 Year)
",,
1000,Caeden Farad,,626.M41,638.M41,Alive,392,Bolter (Rust-Bane) (705.M41 - Current),"Chaplain (690.M41 - Current) (64 Years old on date of promotion)
Sergeant (650.M41 - 690.M41) (40 Years) (24 Years old on date of promotion)
Battle Brother (645.M41 - 650.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (638.M41 - 645.M41) (7 Years) (12 Years old on date of promotion)
","Reclusiam (690.M41 - Current)
2nd Chapter, 1st Squad (650.M41 - 690.M41) (40 Years)
2nd Chapter, 1st Squad (645.M41 - 650.M41) (5 Years)
Chapter Reserve (645.M41 - 645.M41) (<1 Year)
10th Chapter, 1st Squad (638.M41 - 645.M41) (7 Years)
",,Standard Indoctrination
1001,Shola Sahasra,,626.M41,638.M41,755.M41,129,,"KIA (Null-Warden) (755.M41) (129 Years old)
Null-Warden (650.M41 - 755.M41) (105 Years) (24 Years old on date of promotion)
Battle Brother (645.M41 - 650.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (638.M41 - 645.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, Command Squad (650.M41 - 755.M41) (105 Years)
2nd Chapter, 1st Squad (645.M41 - 650.M41) (5 Years)
Chapter Reserve (645.M41 - 645.M41) (<1 Year)
10th Chapter, 1st Squad (638.M41 - 645.M41) (7 Years)
",,Standard Indoctrination
1002,Toshio Vel,,626.M41,638.M41,Alive,392,Flamer (Smog-Piercer) (707.M41 - Current),"Chaplain (690.M41 - Current) (64 Years old on date of promotion)
Sergeant (650.M41 - 690.M41) (40 Years) (24 Years old on date of promotion)
Battle Brother (645.M41 - 650.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (638.M41 - 645.M41) (7 Years) (12 Years old on date of promotion)
","Reclusiam (690.M41 - Current)
2nd Chapter, 2nd Squad (650.M41 - 690.M41) (40 Years)
2nd Chapter, 1st Squad (645.M41 - 650.M41) (5 Years)
Chapter Reserve (645.M41 - 645.M41) (<1 Year)
10th Chapter, 1st Squad (638.M41 - 645.M41) (7 Years)
",,Standard Indoctrination
1003,Barachiel Sensor,,626.M41,638.M41,917.M41,291,,"KIA (Bond-Keeper) (917.M41) (291 Years old)
Bond-Keeper (650.M41 - 917.M41) (267 Years) (24 Years old on date of promotion)
Battle Brother (645.M41 - 650.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (638.M41 - 645.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 2nd Squad (650.M41 - 917.M41) (267 Years)
2nd Chapter, 1st Squad (645.M41 - 650.M41) (5 Years)
Chapter Reserve (645.M41 - 645.M41) (<1 Year)
10th Chapter, 1st Squad (638.M41 - 645.M41) (7 Years)
",,Hollow High-Capacity Identified
1004,Thaddeus Korda,,626.M41,638.M41,Alive,392,Combat Knife (Slag-Stalker) (709.M41 - Current),"Chaplain (690.M41 - Current) (64 Years old on date of promotion)
Sergeant (650.M41 - 690.M41) (40 Years) (24 Years old on date of promotion)
Battle Brother (645.M41 - 650.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (638.M41 - 645.M41) (7 Years) (12 Years old on date of promotion)
","Reclusiam (690.M41 - Current)
2nd Chapter, 3rd Squad (650.M41 - 690.M41) (40 Years)
2nd Chapter, 1st Squad (645.M41 - 650.M41) (5 Years)
Chapter Reserve (645.M41 - 645.M41) (<1 Year)
10th Chapter, 1st Squad (638.M41 - 645.M41) (7 Years)
",,Standard Indoctrination
1005,Juma Tesla,,627.M41,639.M41,837.M41,210,,"KIA (Bond-Keeper) (837.M41) (210 Years old)
Bond-Keeper (651.M41 - 837.M41) (186 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 3rd Squad (651.M41 - 837.M41) (186 Years)
2nd Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 1st Squad (639.M41 - 646.M41) (7 Years)
",,Hollow High-Capacity Identified
1006,Surya Sulymanya,,627.M41,639.M41,Alive,391,Chestpiece (Mortal-Bond Plate) (890.M41 - Current),"Chaplain (691.M41 - Current) (64 Years old on date of promotion)
Sergeant (651.M41 - 691.M41) (40 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","Reclusiam (691.M41 - Current)
2nd Chapter, 4th Squad (651.M41 - 691.M41) (40 Years)
2nd Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 1st Squad (639.M41 - 646.M41) (7 Years)
",,Standard Indoctrination
1007,Fu Noon,,627.M41,639.M41,799.M41,172,,"KIA (Bond-Keeper) (799.M41) (172 Years old)
Bond-Keeper (651.M41 - 799.M41) (148 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","2nd Chapter, 4th Squad (651.M41 - 799.M41) (148 Years)
2nd Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 1st Squad (639.M41 - 646.M41) (7 Years)
",,Hollow High-Capacity Identified
1008,Marcus Amplitude-Arm,,627.M41,639.M41,Alive,391,,"Veteran Sergeant (691.M41 - Current) (64 Years old on date of promotion)
Sergeant (651.M41 - 691.M41) (40 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 1st Squad (691.M41 - Current)
3rd Chapter, 1st Squad (651.M41 - 691.M41) (40 Years)
3rd Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 1st Squad (639.M41 - 646.M41) (7 Years)
",,Standard Indoctrination
1009,Soren Dax,,627.M41,639.M41,776.M41,149,,"KIA (Bond-Keeper) (776.M41) (149 Years old)
Bond-Keeper (651.M41 - 776.M41) (125 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, 1st Squad (651.M41 - 776.M41) (125 Years)
3rd Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 2nd Squad (639.M41 - 646.M41) (7 Years)
",,Hollow High-Capacity Identified
1010,Kareem Footer,,627.M41,639.M41,739.M41,112,,"KIA (Apothecary) (739.M41) (112 Years old)
Apothecary (651.M41 - 739.M41) (88 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, Command Squad (651.M41 - 739.M41) (88 Years)
3rd Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 2nd Squad (639.M41 - 646.M41) (7 Years)
",,Standard Indoctrination
1011,Xantus Vexilla,,627.M41,639.M41,712.M41,85,,"KIA (Null-Warden) (712.M41) (85 Years old)
Null-Warden (651.M41 - 712.M41) (61 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, Command Squad (651.M41 - 712.M41) (61 Years)
3rd Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 2nd Squad (639.M41 - 646.M41) (7 Years)
",,Standard Indoctrination
1012,Irinjibal Site,,627.M41,639.M41,Alive,391,Storm Shield (The Tectonic Plate) (895.M41 - Current),"Chaplain (691.M41 - Current) (64 Years old on date of promotion)
Sergeant (651.M41 - 691.M41) (40 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, Command Squad (691.M41 - Current)
3rd Chapter, 2nd Squad (651.M41 - 691.M41) (40 Years)
3rd Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 2nd Squad (639.M41 - 646.M41) (7 Years)
",,Standard Indoctrination
1013,Mercutian Galba,,627.M41,639.M41,769.M41,142,,"KIA (Bond-Keeper) (769.M41) (142 Years old)
Bond-Keeper (651.M41 - 769.M41) (118 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, 2nd Squad (651.M41 - 769.M41) (118 Years)
3rd Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 2nd Squad (639.M41 - 646.M41) (7 Years)
",,Hollow High-Capacity Identified
1014,Samson Neutron-Star,,627.M41,639.M41,642.M41,15,,"KIA (Neophyte) (642.M41) (15 Years old)
Neophyte (639.M41 - 642.M41) (3 Years) (12 Years old on date of promotion)
","10th Chapter, 2nd Squad (639.M41 - 642.M41) (3 Years)
",,Standard Indoctrination
1015,Corin Storage,,627.M41,639.M41,Alive,391,,"Veteran Sergeant (691.M41 - Current) (64 Years old on date of promotion)
Sergeant (651.M41 - 691.M41) (40 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","1st Chapter, 2nd Squad (691.M41 - Current)
3rd Chapter, 3rd Squad (651.M41 - 691.M41) (40 Years)
3rd Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 2nd Squad (639.M41 - 646.M41) (7 Years)
",,Standard Indoctrination
1016,Voros T'kar,,627.M41,639.M41,746.M41,119,,"KIA (Bond-Keeper) (746.M41) (119 Years old)
Bond-Keeper (651.M41 - 746.M41) (95 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","3rd Chapter, 3rd Squad (651.M41 - 746.M41) (95 Years)
3rd Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 2nd Squad (639.M41 - 646.M41) (7 Years)
",,Hollow High-Capacity Identified
1017,Xarl Place,,627.M41,639.M41,641.M41,14,,"KIA (Neophyte) (641.M41) (14 Years old)
Neophyte (639.M41 - 641.M41) (2 Years) (12 Years old on date of promotion)
","10th Chapter, 2nd Squad (639.M41 - 641.M41) (2 Years)
",,Standard Indoctrination
1018,Jin Post,,627.M41,639.M41,Alive,391,Plasma Gun (The Forgemaster’s Gift) (705.M41 - Current),"Chaplain (674.M41 - Current) (47 Years old on date of promotion)
Sergeant (651.M41 - 674.M41) (23 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","4th Chapter, Command Squad (674.M41 - Current)
4th Chapter, 1st Squad (651.M41 - 674.M41) (23 Years)
4th Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 3rd Squad (639.M41 - 646.M41) (7 Years)
",,Standard Indoctrination
1019,Agni Ghost-Reaper,,627.M41,639.M41,756.M41,129,,"KIA (Bond-Keeper) (756.M41) (129 Years old)
Bond-Keeper (651.M41 - 756.M41) (105 Years) (24 Years old on date of promotion)
Battle Brother (646.M41 - 651.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (639.M41 - 646.M41) (7 Years) (12 Years old on date of promotion)
","4th Chapter, 1st Squad (651.M41 - 756.M41) (105 Years)
4th Chapter, 1st Squad (646.M41 - 651.M41) (5 Years)
Chapter Reserve (646.M41 - 646.M41) (<1 Year)
10th Chapter, 3rd Squad (639.M41 - 646.M41) (7 Years)
",,Hollow High-Capacity Identified
1020,Nero Cinder,,628.M41,640.M41,723.M41,95,,"KIA (Apothecary) (723.M41) (95 Years old)
Apothecary (652.M41 - 723.M41) (71 Years) (24 Years old on date of promotion)
Battle Brother (647.M41 - 652.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (640.M41 - 647.M41) (7 Years) (12 Years old on date of promotion)
","4th Chapter, Command Squad (652.M41 - 723.M41) (71 Years)
4th Chapter, 1st Squad (647.M41 - 652.M41) (5 Years)
Chapter Reserve (647.M41 - 647.M41) (<1 Year)
10th Chapter, 3rd Squad (640.M41 - 647.M41) (7 Years)
",,Standard Indoctrination
1021,Gideon Blood,,628.M41,640.M41,704.M41,76,,"KIA (Null-Warden) (704.M41) (76 Years old)
Null-Warden (652.M41 - 704.M41) (52 Years) (24 Years old on date of promotion)
Battle Brother (647.M41 - 652.M41) (5 Years) (19 Years old on date of promotion)
Neophyte (640.M41 - 647.M41) (7 Years) (12 Years old on date of promotion)
","4th Chapter, Command Squad (652.M41 - 704.M41) (52 Years)
4th Chapter, 1st Squad (647.M41 - 652.M41) (5 Years)
Chapter Reserve (647.M41 - 647.M41) (<1 Year)
10th Chapter, 3rd Squad (640.M41 - 647.M41) (7 Years)
",,Standard Indoctrination
